Sup Dist,Cost Code,Library Name,City,Zip Code,Month,Year,Month-Year,Circulation
1,604,Anthony Quinn,Los Angeles,90063,January,2014,January-2014,6246
1,604,Anthony Quinn,Los Angeles,90063,February,2014,February-2014,5442
1,604,Anthony Quinn,Los Angeles,90063,March,2014,March-2014,6168
1,604,Anthony Quinn,Los Angeles,90063,April,2014,April-2014,6610
1,604,Anthony Quinn,Los Angeles,90063,May,2014,May-2014,5779
1,604,Anthony Quinn,Los Angeles,90063,June,2014,June-2014,6257
1,604,Anthony Quinn,Los Angeles,90063,July,2014,July-2014,7394
1,604,Anthony Quinn,Los Angeles,90063,August,2014,August-2014,6310
1,604,Anthony Quinn,Los Angeles,90063,September,2014,September-2014,6240
1,604,Anthony Quinn,Los Angeles,90063,October,2014,October-2014,6679
1,604,Anthony Quinn,Los Angeles,90063,November,2014,November-2014,6092
1,604,Anthony Quinn,Los Angeles,90063,December,2014,December-2014,5428
1,604,Anthony Quinn,Los Angeles,90063,January,2015,January-2015,5862
1,604,Anthony Quinn,Los Angeles,90063,February,2015,February-2015,5546
1,604,Anthony Quinn,Los Angeles,90063,March,2015,March-2015,6513
1,604,Anthony Quinn,Los Angeles,90063,April,2015,April-2015,6003
1,604,Anthony Quinn,Los Angeles,90063,May,2015,May-2015,5612
1,604,Anthony Quinn,Los Angeles,90063,June,2015,June-2015,6451
1,803,Baldwin Park,Baldwin Park,91706,January,2014,January-2014,1173
1,803,Baldwin Park,Baldwin Park,91706,February,2014,February-2014,1138
1,803,Baldwin Park,Baldwin Park,91706,March,2014,March-2014,1103
1,803,Baldwin Park,Baldwin Park,91706,April,2014,April-2014,1254
1,803,Baldwin Park,Baldwin Park,91706,May,2014,May-2014,1075
1,803,Baldwin Park,Baldwin Park,91706,June,2014,June-2014,1422
1,803,Baldwin Park,Baldwin Park,91706,July,2014,July-2014,1618
1,803,Baldwin Park,Baldwin Park,91706,August,2014,August-2014,542
1,803,Baldwin Park,Baldwin Park,91706,September,2014,September-2014,12202
1,803,Baldwin Park,Baldwin Park,91706,October,2014,October-2014,14733
1,803,Baldwin Park,Baldwin Park,91706,November,2014,November-2014,13722
1,803,Baldwin Park,Baldwin Park,91706,December,2014,December-2014,10784
1,803,Baldwin Park,Baldwin Park,91706,January,2015,January-2015,14242
1,803,Baldwin Park,Baldwin Park,91706,February,2015,February-2015,13611
1,803,Baldwin Park,Baldwin Park,91706,March,2015,March-2015,14881
1,803,Baldwin Park,Baldwin Park,91706,April,2015,April-2015,14606
1,803,Baldwin Park,Baldwin Park,91706,May,2015,May-2015,12141
1,803,Baldwin Park,Baldwin Park,91706,June,2015,June-2015,14341
1,630,Bell,Bell,90201,January,2014,January-2014,6416
1,630,Bell,Bell,90201,February,2014,February-2014,5727
1,630,Bell,Bell,90201,March,2014,March-2014,6553
1,630,Bell,Bell,90201,April,2014,April-2014,6471
1,630,Bell,Bell,90201,May,2014,May-2014,5392
1,630,Bell,Bell,90201,June,2014,June-2014,5015
1,630,Bell,Bell,90201,July,2014,July-2014,5901
1,630,Bell,Bell,90201,August,2014,August-2014,5316
1,630,Bell,Bell,90201,September,2014,September-2014,5740
1,630,Bell,Bell,90201,October,2014,October-2014,5287
1,630,Bell,Bell,90201,November,2014,November-2014,4443
1,630,Bell,Bell,90201,December,2014,December-2014,4203
1,630,Bell,Bell,90201,January,2015,January-2015,6025
1,630,Bell,Bell,90201,February,2015,February-2015,5030
1,630,Bell,Bell,90201,March,2015,March-2015,5501
1,630,Bell,Bell,90201,April,2015,April-2015,5460
1,630,Bell,Bell,90201,May,2015,May-2015,4669
1,630,Bell,Bell,90201,June,2015,June-2015,5684
1,631,Bell Gardens,Bell Gardens,90201,January,2014,January-2014,5773
1,631,Bell Gardens,Bell Gardens,90201,February,2014,February-2014,4419
1,631,Bell Gardens,Bell Gardens,90201,March,2014,March-2014,5287
1,631,Bell Gardens,Bell Gardens,90201,April,2014,April-2014,5712
1,631,Bell Gardens,Bell Gardens,90201,May,2014,May-2014,4593
1,631,Bell Gardens,Bell Gardens,90201,June,2014,June-2014,4362
1,631,Bell Gardens,Bell Gardens,90201,July,2014,July-2014,5990
1,631,Bell Gardens,Bell Gardens,90201,August,2014,August-2014,4569
1,631,Bell Gardens,Bell Gardens,90201,September,2014,September-2014,5372
1,631,Bell Gardens,Bell Gardens,90201,October,2014,October-2014,5649
1,631,Bell Gardens,Bell Gardens,90201,November,2014,November-2014,4552
1,631,Bell Gardens,Bell Gardens,90201,December,2014,December-2014,4404
1,631,Bell Gardens,Bell Gardens,90201,January,2015,January-2015,6039
1,631,Bell Gardens,Bell Gardens,90201,February,2015,February-2015,4869
1,631,Bell Gardens,Bell Gardens,90201,March,2015,March-2015,5962
1,631,Bell Gardens,Bell Gardens,90201,April,2015,April-2015,5920
1,631,Bell Gardens,Bell Gardens,90201,May,2015,May-2015,5266
1,631,Bell Gardens,Bell Gardens,90201,June,2015,June-2015,4909
1,616,Chet Holifield,Montebello,90640,January,2014,January-2014,2888
1,616,Chet Holifield,Montebello,90640,February,2014,February-2014,2329
1,616,Chet Holifield,Montebello,90640,March,2014,March-2014,2460
1,616,Chet Holifield,Montebello,90640,April,2014,April-2014,3169
1,616,Chet Holifield,Montebello,90640,May,2014,May-2014,2901
1,616,Chet Holifield,Montebello,90640,June,2014,June-2014,3206
1,616,Chet Holifield,Montebello,90640,July,2014,July-2014,4231
1,616,Chet Holifield,Montebello,90640,August,2014,August-2014,2446
1,616,Chet Holifield,Montebello,90640,September,2014,September-2014,2414
1,616,Chet Holifield,Montebello,90640,October,2014,October-2014,2847
1,616,Chet Holifield,Montebello,90640,November,2014,November-2014,2155
1,616,Chet Holifield,Montebello,90640,December,2014,December-2014,2165
1,616,Chet Holifield,Montebello,90640,January,2015,January-2015,2112
1,616,Chet Holifield,Montebello,90640,February,2015,February-2015,2110
1,616,Chet Holifield,Montebello,90640,March,2015,March-2015,2733
1,616,Chet Holifield,Montebello,90640,April,2015,April-2015,2336
1,616,Chet Holifield,Montebello,90640,May,2015,May-2015,1916
1,616,Chet Holifield,Montebello,90640,June,2015,June-2015,3344
1,610,City Terrace,Los Angeles,90063,January,2014,January-2014,6895
1,610,City Terrace,Los Angeles,90063,February,2014,February-2014,6336
1,610,City Terrace,Los Angeles,90063,March,2014,March-2014,7019
1,610,City Terrace,Los Angeles,90063,April,2014,April-2014,6665
1,610,City Terrace,Los Angeles,90063,May,2014,May-2014,6311
1,610,City Terrace,Los Angeles,90063,June,2014,June-2014,6815
1,610,City Terrace,Los Angeles,90063,July,2014,July-2014,6691
1,610,City Terrace,Los Angeles,90063,August,2014,August-2014,6428
1,610,City Terrace,Los Angeles,90063,September,2014,September-2014,5852
1,610,City Terrace,Los Angeles,90063,October,2014,October-2014,6286
1,610,City Terrace,Los Angeles,90063,November,2014,November-2014,5823
1,610,City Terrace,Los Angeles,90063,December,2014,December-2014,5403
1,610,City Terrace,Los Angeles,90063,January,2015,January-2015,6269
1,610,City Terrace,Los Angeles,90063,February,2015,February-2015,5576
1,610,City Terrace,Los Angeles,90063,March,2015,March-2015,6482
1,610,City Terrace,Los Angeles,90063,April,2015,April-2015,6457
1,610,City Terrace,Los Angeles,90063,May,2015,May-2015,5352
1,610,City Terrace,Los Angeles,90063,June,2015,June-2015,5988
1,804,Claremont,Claremont,91711,January,2014,January-2014,22269
1,804,Claremont,Claremont,91711,February,2014,February-2014,20929
1,804,Claremont,Claremont,91711,March,2014,March-2014,22195
1,804,Claremont,Claremont,91711,April,2014,April-2014,22306
1,804,Claremont,Claremont,91711,May,2014,May-2014,21951
1,804,Claremont,Claremont,91711,June,2014,June-2014,22799
1,804,Claremont,Claremont,91711,July,2014,July-2014,25023
1,804,Claremont,Claremont,91711,August,2014,August-2014,20442
1,804,Claremont,Claremont,91711,September,2014,September-2014,22438
1,804,Claremont,Claremont,91711,October,2014,October-2014,23018
1,804,Claremont,Claremont,91711,November,2014,November-2014,20295
1,804,Claremont,Claremont,91711,December,2014,December-2014,20027
1,804,Claremont,Claremont,91711,January,2015,January-2015,22604
1,804,Claremont,Claremont,91711,February,2015,February-2015,23152
1,804,Claremont,Claremont,91711,March,2015,March-2015,26266
1,804,Claremont,Claremont,91711,April,2015,April-2015,26569
1,804,Claremont,Claremont,91711,May,2015,May-2015,25240
1,804,Claremont,Claremont,91711,June,2015,June-2015,28105
1,632,Cudahy,Cudahy,90201,January,2014,January-2014,5060
1,632,Cudahy,Cudahy,90201,February,2014,February-2014,4096
1,632,Cudahy,Cudahy,90201,March,2014,March-2014,4441
1,632,Cudahy,Cudahy,90201,April,2014,April-2014,4612
1,632,Cudahy,Cudahy,90201,May,2014,May-2014,4362
1,632,Cudahy,Cudahy,90201,June,2014,June-2014,3690
1,632,Cudahy,Cudahy,90201,July,2014,July-2014,4553
1,632,Cudahy,Cudahy,90201,August,2014,August-2014,4120
1,632,Cudahy,Cudahy,90201,September,2014,September-2014,4128
1,632,Cudahy,Cudahy,90201,October,2014,October-2014,4432
1,632,Cudahy,Cudahy,90201,November,2014,November-2014,3397
1,632,Cudahy,Cudahy,90201,December,2014,December-2014,3137
1,632,Cudahy,Cudahy,90201,January,2015,January-2015,3988
1,632,Cudahy,Cudahy,90201,February,2015,February-2015,3508
1,632,Cudahy,Cudahy,90201,March,2015,March-2015,4072
1,632,Cudahy,Cudahy,90201,April,2015,April-2015,3872
1,632,Cudahy,Cudahy,90201,May,2015,May-2015,3912
1,632,Cudahy,Cudahy,90201,June,2015,June-2015,4042
1,605,East Los Angeles,Los Angeles,90022,January,2014,January-2014,26573
1,605,East Los Angeles,Los Angeles,90022,February,2014,February-2014,25321
1,605,East Los Angeles,Los Angeles,90022,March,2014,March-2014,29539
1,605,East Los Angeles,Los Angeles,90022,April,2014,April-2014,28237
1,605,East Los Angeles,Los Angeles,90022,May,2014,May-2014,25031
1,605,East Los Angeles,Los Angeles,90022,June,2014,June-2014,26212
1,605,East Los Angeles,Los Angeles,90022,July,2014,July-2014,29226
1,605,East Los Angeles,Los Angeles,90022,August,2014,August-2014,26893
1,605,East Los Angeles,Los Angeles,90022,September,2014,September-2014,26796
1,605,East Los Angeles,Los Angeles,90022,October,2014,October-2014,26127
1,605,East Los Angeles,Los Angeles,90022,November,2014,November-2014,23714
1,605,East Los Angeles,Los Angeles,90022,December,2014,December-2014,21629
1,605,East Los Angeles,Los Angeles,90022,January,2015,January-2015,26083
1,605,East Los Angeles,Los Angeles,90022,February,2015,February-2015,23690
1,605,East Los Angeles,Los Angeles,90022,March,2015,March-2015,28341
1,605,East Los Angeles,Los Angeles,90022,April,2015,April-2015,26271
1,605,East Los Angeles,Los Angeles,90022,May,2015,May-2015,25054
1,605,East Los Angeles,Los Angeles,90022,June,2015,June-2015,26177
1,609,El Camino Real,Los Angeles,90023,January,2014,January-2014,158
1,609,El Camino Real,Los Angeles,90023,February,2014,February-2014,134
1,609,El Camino Real,Los Angeles,90023,March,2014,March-2014,196
1,609,El Camino Real,Los Angeles,90023,April,2014,April-2014,151
1,609,El Camino Real,Los Angeles,90023,May,2014,May-2014,138
1,609,El Camino Real,Los Angeles,90023,June,2014,June-2014,102
1,609,El Camino Real,Los Angeles,90023,July,2014,July-2014,110
1,609,El Camino Real,Los Angeles,90023,August,2014,August-2014,79
1,609,El Camino Real,Los Angeles,90023,September,2014,September-2014,75
1,609,El Camino Real,Los Angeles,90023,October,2014,October-2014,233
1,609,El Camino Real,Los Angeles,90023,November,2014,November-2014,5520
1,609,El Camino Real,Los Angeles,90023,December,2014,December-2014,5981
1,609,El Camino Real,Los Angeles,90023,January,2015,January-2015,6473
1,609,El Camino Real,Los Angeles,90023,February,2015,February-2015,5235
1,609,El Camino Real,Los Angeles,90023,March,2015,March-2015,5442
1,609,El Camino Real,Los Angeles,90023,April,2015,April-2015,5265
1,609,El Camino Real,Los Angeles,90023,May,2015,May-2015,4608
1,609,El Camino Real,Los Angeles,90023,June,2015,June-2015,5662
1,830,El Monte,El Monte,91731,January,2014,January-2014,12412
1,830,El Monte,El Monte,91731,February,2014,February-2014,11457
1,830,El Monte,El Monte,91731,March,2014,March-2014,13533
1,830,El Monte,El Monte,91731,April,2014,April-2014,8427
1,830,El Monte,El Monte,91731,May,2014,May-2014,519
1,830,El Monte,El Monte,91731,June,2014,June-2014,370
1,830,El Monte,El Monte,91731,July,2014,July-2014,325
1,830,El Monte,El Monte,91731,August,2014,August-2014,322
1,830,El Monte,El Monte,91731,September,2014,September-2014,430
1,830,El Monte,El Monte,91731,October,2014,October-2014,415
1,830,El Monte,El Monte,91731,November,2014,November-2014,5355
1,830,El Monte,El Monte,91731,December,2014,December-2014,9742
1,830,El Monte,El Monte,91731,January,2015,January-2015,11960
1,830,El Monte,El Monte,91731,February,2015,February-2015,11775
1,830,El Monte,El Monte,91731,March,2015,March-2015,13300
1,830,El Monte,El Monte,91731,April,2015,April-2015,12806
1,830,El Monte,El Monte,91731,May,2015,May-2015,11702
1,830,El Monte,El Monte,91731,June,2015,June-2015,12615
1,517,Hollydale,South Gate,90280,January,2014,January-2014,3331
1,517,Hollydale,South Gate,90280,February,2014,February-2014,2836
1,517,Hollydale,South Gate,90280,March,2014,March-2014,3551
1,517,Hollydale,South Gate,90280,April,2014,April-2014,3093
1,517,Hollydale,South Gate,90280,May,2014,May-2014,2852
1,517,Hollydale,South Gate,90280,June,2014,June-2014,3373
1,517,Hollydale,South Gate,90280,July,2014,July-2014,4569
1,517,Hollydale,South Gate,90280,August,2014,August-2014,3118
1,806,La Puente,La Puente,91744,July,2014,July-2014,9414
1,517,Hollydale,South Gate,90280,September,2014,September-2014,3401
1,517,Hollydale,South Gate,90280,October,2014,October-2014,3361
1,517,Hollydale,South Gate,90280,November,2014,November-2014,2960
1,517,Hollydale,South Gate,90280,December,2014,December-2014,2855
1,517,Hollydale,South Gate,90280,January,2015,January-2015,3060
1,517,Hollydale,South Gate,90280,February,2015,February-2015,2829
1,517,Hollydale,South Gate,90280,March,2015,March-2015,3187
1,517,Hollydale,South Gate,90280,April,2015,April-2015,3266
1,517,Hollydale,South Gate,90280,May,2015,May-2015,3038
1,517,Hollydale,South Gate,90280,June,2015,June-2015,3018
1,633,Huntington Park,Huntington Park,90255,January,2014,January-2014,11071
1,633,Huntington Park,Huntington Park,90255,February,2014,February-2014,9648
1,633,Huntington Park,Huntington Park,90255,March,2014,March-2014,10189
1,633,Huntington Park,Huntington Park,90255,April,2014,April-2014,10297
1,633,Huntington Park,Huntington Park,90255,May,2014,May-2014,9720
1,633,Huntington Park,Huntington Park,90255,June,2014,June-2014,10208
1,633,Huntington Park,Huntington Park,90255,July,2014,July-2014,13021
1,633,Huntington Park,Huntington Park,90255,August,2014,August-2014,9450
1,633,Huntington Park,Huntington Park,90255,September,2014,September-2014,10217
1,633,Huntington Park,Huntington Park,90255,October,2014,October-2014,9780
1,633,Huntington Park,Huntington Park,90255,November,2014,November-2014,10167
1,633,Huntington Park,Huntington Park,90255,December,2014,December-2014,8972
1,633,Huntington Park,Huntington Park,90255,January,2015,January-2015,10539
1,633,Huntington Park,Huntington Park,90255,February,2015,February-2015,10028
1,633,Huntington Park,Huntington Park,90255,March,2015,March-2015,11011
1,633,Huntington Park,Huntington Park,90255,April,2015,April-2015,10188
1,633,Huntington Park,Huntington Park,90255,May,2015,May-2015,9250
1,633,Huntington Park,Huntington Park,90255,June,2015,June-2015,10911
1,806,La Puente,La Puente,91744,January,2014,January-2014,6613
1,806,La Puente,La Puente,91744,February,2014,February-2014,6768
1,806,La Puente,La Puente,91744,March,2014,March-2014,7640
1,806,La Puente,La Puente,91744,April,2014,April-2014,8591
1,806,La Puente,La Puente,91744,May,2014,May-2014,7554
1,806,La Puente,La Puente,91744,June,2014,June-2014,7633
1,806,La Puente,La Puente,91744,August,2014,August-2014,7077
1,806,La Puente,La Puente,91744,September,2014,September-2014,8074
1,806,La Puente,La Puente,91744,October,2014,October-2014,12038
1,806,La Puente,La Puente,91744,November,2014,November-2014,10300
1,806,La Puente,La Puente,91744,December,2014,December-2014,9851
1,806,La Puente,La Puente,91744,January,2015,January-2015,9980
1,806,La Puente,La Puente,91744,February,2015,February-2015,7610
1,806,La Puente,La Puente,91744,March,2015,March-2015,7485
1,806,La Puente,La Puente,91744,April,2015,April-2015,8118
1,806,La Puente,La Puente,91744,May,2015,May-2015,6643
1,806,La Puente,La Puente,91744,June,2015,June-2015,6872
1,523,Leland R. Weaver,South Gate,90280,January,2014,January-2014,439
1,523,Leland R. Weaver,South Gate,90280,February,2014,February-2014,5942
1,523,Leland R. Weaver,South Gate,90280,March,2014,March-2014,14206
1,523,Leland R. Weaver,South Gate,90280,April,2014,April-2014,14704
1,523,Leland R. Weaver,South Gate,90280,May,2014,May-2014,12866
1,523,Leland R. Weaver,South Gate,90280,June,2014,June-2014,10975
1,523,Leland R. Weaver,South Gate,90280,July,2014,July-2014,13211
1,523,Leland R. Weaver,South Gate,90280,August,2014,August-2014,9795
1,523,Leland R. Weaver,South Gate,90280,September,2014,September-2014,12080
1,523,Leland R. Weaver,South Gate,90280,October,2014,October-2014,12280
1,523,Leland R. Weaver,South Gate,90280,November,2014,November-2014,10067
1,523,Leland R. Weaver,South Gate,90280,December,2014,December-2014,8928
1,523,Leland R. Weaver,South Gate,90280,January,2015,January-2015,12661
1,523,Leland R. Weaver,South Gate,90280,February,2015,February-2015,11464
1,523,Leland R. Weaver,South Gate,90280,March,2015,March-2015,11886
1,523,Leland R. Weaver,South Gate,90280,April,2015,April-2015,11219
1,523,Leland R. Weaver,South Gate,90280,May,2015,May-2015,10597
1,523,Leland R. Weaver,South Gate,90280,June,2015,June-2015,12377
1,635,Maywood Cesar Chavez,Maywood,90270,January,2014,January-2014,6576
1,635,Maywood Cesar Chavez,Maywood,90270,February,2014,February-2014,6000
1,635,Maywood Cesar Chavez,Maywood,90270,March,2014,March-2014,6186
1,635,Maywood Cesar Chavez,Maywood,90270,April,2014,April-2014,6401
1,635,Maywood Cesar Chavez,Maywood,90270,May,2014,May-2014,5675
1,635,Maywood Cesar Chavez,Maywood,90270,June,2014,June-2014,5115
1,635,Maywood Cesar Chavez,Maywood,90270,July,2014,July-2014,5920
1,635,Maywood Cesar Chavez,Maywood,90270,August,2014,August-2014,5155
1,635,Maywood Cesar Chavez,Maywood,90270,September,2014,September-2014,6120
1,635,Maywood Cesar Chavez,Maywood,90270,October,2014,October-2014,6169
1,635,Maywood Cesar Chavez,Maywood,90270,November,2014,November-2014,5640
1,635,Maywood Cesar Chavez,Maywood,90270,December,2014,December-2014,5395
1,635,Maywood Cesar Chavez,Maywood,90270,January,2015,January-2015,6428
1,635,Maywood Cesar Chavez,Maywood,90270,February,2015,February-2015,5686
1,635,Maywood Cesar Chavez,Maywood,90270,March,2015,March-2015,6718
1,635,Maywood Cesar Chavez,Maywood,90270,April,2015,April-2015,6003
1,635,Maywood Cesar Chavez,Maywood,90270,May,2015,May-2015,5232
1,635,Maywood Cesar Chavez,Maywood,90270,June,2015,June-2015,6267
1,601,Montebello,Montebello,90640,January,2014,January-2014,12387
1,601,Montebello,Montebello,90640,February,2014,February-2014,11028
1,601,Montebello,Montebello,90640,March,2014,March-2014,12054
1,601,Montebello,Montebello,90640,April,2014,April-2014,12884
1,601,Montebello,Montebello,90640,May,2014,May-2014,11770
1,601,Montebello,Montebello,90640,June,2014,June-2014,10060
1,601,Montebello,Montebello,90640,July,2014,July-2014,13936
1,601,Montebello,Montebello,90640,August,2014,August-2014,10744
1,601,Montebello,Montebello,90640,September,2014,September-2014,12235
1,601,Montebello,Montebello,90640,October,2014,October-2014,11779
1,601,Montebello,Montebello,90640,November,2014,November-2014,10581
1,601,Montebello,Montebello,90640,December,2014,December-2014,10544
1,601,Montebello,Montebello,90640,January,2015,January-2015,12798
1,601,Montebello,Montebello,90640,February,2015,February-2015,12889
1,601,Montebello,Montebello,90640,March,2015,March-2015,14352
1,601,Montebello,Montebello,90640,April,2015,April-2015,14326
1,601,Montebello,Montebello,90640,May,2015,May-2015,13102
1,601,Montebello,Montebello,90640,June,2015,June-2015,13525
1,832,Norwood,El Monte,91732,January,2014,January-2014,11614
1,832,Norwood,El Monte,91732,February,2014,February-2014,11268
1,832,Norwood,El Monte,91732,March,2014,March-2014,12210
1,832,Norwood,El Monte,91732,April,2014,April-2014,14314
1,832,Norwood,El Monte,91732,May,2014,May-2014,16050
1,832,Norwood,El Monte,91732,June,2014,June-2014,15595
1,832,Norwood,El Monte,91732,July,2014,July-2014,16881
1,832,Norwood,El Monte,91732,August,2014,August-2014,14346
1,832,Norwood,El Monte,91732,September,2014,September-2014,14248
1,832,Norwood,El Monte,91732,October,2014,October-2014,15516
1,832,Norwood,El Monte,91732,November,2014,November-2014,13044
1,832,Norwood,El Monte,91732,December,2014,December-2014,10281
1,832,Norwood,El Monte,91732,January,2015,January-2015,11662
1,832,Norwood,El Monte,91732,February,2015,February-2015,10805
1,832,Norwood,El Monte,91732,March,2015,March-2015,12114
1,832,Norwood,El Monte,91732,April,2015,April-2015,11688
1,832,Norwood,El Monte,91732,May,2015,May-2015,10672
1,832,Norwood,El Monte,91732,June,2015,June-2015,11162
1,636,Pico Rivera,Pico Rivera,90660,January,2014,January-2014,20734
1,636,Pico Rivera,Pico Rivera,90660,February,2014,February-2014,18481
1,636,Pico Rivera,Pico Rivera,90660,March,2014,March-2014,19905
1,636,Pico Rivera,Pico Rivera,90660,April,2014,April-2014,19642
1,636,Pico Rivera,Pico Rivera,90660,May,2014,May-2014,20455
1,636,Pico Rivera,Pico Rivera,90660,June,2014,June-2014,21902
1,636,Pico Rivera,Pico Rivera,90660,July,2014,July-2014,23778
1,636,Pico Rivera,Pico Rivera,90660,August,2014,August-2014,17853
1,636,Pico Rivera,Pico Rivera,90660,September,2014,September-2014,19552
1,636,Pico Rivera,Pico Rivera,90660,October,2014,October-2014,17833
1,636,Pico Rivera,Pico Rivera,90660,November,2014,November-2014,16359
1,636,Pico Rivera,Pico Rivera,90660,December,2014,December-2014,14925
1,636,Pico Rivera,Pico Rivera,90660,January,2015,January-2015,18409
1,636,Pico Rivera,Pico Rivera,90660,February,2015,February-2015,16760
1,636,Pico Rivera,Pico Rivera,90660,March,2015,March-2015,18479
1,636,Pico Rivera,Pico Rivera,90660,April,2015,April-2015,18328
1,636,Pico Rivera,Pico Rivera,90660,May,2015,May-2015,17112
1,636,Pico Rivera,Pico Rivera,90660,June,2015,June-2015,21555
1,637,Rivera,Pico Rivera,90660,January,2014,January-2014,5010
1,637,Rivera,Pico Rivera,90660,February,2014,February-2014,4367
1,637,Rivera,Pico Rivera,90660,March,2014,March-2014,4603
1,637,Rivera,Pico Rivera,90660,April,2014,April-2014,4684
1,637,Rivera,Pico Rivera,90660,May,2014,May-2014,4493
1,637,Rivera,Pico Rivera,90660,June,2014,June-2014,4613
1,637,Rivera,Pico Rivera,90660,July,2014,July-2014,5761
1,637,Rivera,Pico Rivera,90660,August,2014,August-2014,5005
1,637,Rivera,Pico Rivera,90660,September,2014,September-2014,4002
1,637,Rivera,Pico Rivera,90660,October,2014,October-2014,4315
1,637,Rivera,Pico Rivera,90660,November,2014,November-2014,4068
1,637,Rivera,Pico Rivera,90660,December,2014,December-2014,3929
1,637,Rivera,Pico Rivera,90660,January,2015,January-2015,3883
1,637,Rivera,Pico Rivera,90660,February,2015,February-2015,4358
1,637,Rivera,Pico Rivera,90660,March,2015,March-2015,4784
1,637,Rivera,Pico Rivera,90660,April,2015,April-2015,5021
1,637,Rivera,Pico Rivera,90660,May,2015,May-2015,3989
1,637,Rivera,Pico Rivera,90660,June,2015,June-2015,4506
1,624,Rosemead,Rosemead,91770,January,2014,January-2014,24569
1,624,Rosemead,Rosemead,91770,February,2014,February-2014,22693
1,624,Rosemead,Rosemead,91770,March,2014,March-2014,27031
1,624,Rosemead,Rosemead,91770,April,2014,April-2014,27467
1,624,Rosemead,Rosemead,91770,May,2014,May-2014,27148
1,624,Rosemead,Rosemead,91770,June,2014,June-2014,24941
1,624,Rosemead,Rosemead,91770,July,2014,July-2014,26242
1,624,Rosemead,Rosemead,91770,August,2014,August-2014,21145
1,624,Rosemead,Rosemead,91770,September,2014,September-2014,21622
1,624,Rosemead,Rosemead,91770,October,2014,October-2014,24875
1,624,Rosemead,Rosemead,91770,November,2014,November-2014,21759
1,624,Rosemead,Rosemead,91770,December,2014,December-2014,20273
1,624,Rosemead,Rosemead,91770,January,2015,January-2015,24320
1,624,Rosemead,Rosemead,91770,February,2015,February-2015,22569
1,624,Rosemead,Rosemead,91770,March,2015,March-2015,26953
1,624,Rosemead,Rosemead,91770,April,2015,April-2015,25791
1,624,Rosemead,Rosemead,91770,May,2015,May-2015,26706
1,624,Rosemead,Rosemead,91770,June,2015,June-2015,28490
1,833,South El Monte,South El Monte,91733,January,2014,January-2014,451
1,833,South El Monte,South El Monte,91733,February,2014,February-2014,501
1,833,South El Monte,South El Monte,91733,March,2014,March-2014,455
1,833,South El Monte,South El Monte,91733,April,2014,April-2014,448
1,833,South El Monte,South El Monte,91733,May,2014,May-2014,393
1,833,South El Monte,South El Monte,91733,June,2014,June-2014,477
1,833,South El Monte,South El Monte,91733,July,2014,July-2014,2736
